"y","x11","x12","x13","x21","x22","x23","x31","x32","x33","x4"
1,0.585528817843856,1.67751179128875,-0.607841111552146,0.509892115828519,-1.04269095209994,-0.692472244437349,-0.34878037906766,-0.679037424830507,-1.48699094728763,0.180369911366334
3,0.709466017509524,0.079474054662459,1.0762231379778,-0.715364266890828,-0.183948398620008,1.12469559755599,-1.02570070279424,-0.572389358492665,-2.20515186343618,2.37584259390591
3,-0.109303314681054,-0.856427496616939,-0.576425790799455,-0.405521535746077,0.179266746160588,0.174535138700626,-0.907426272151428,0.823248595866038,1.40595517240119,0.701138448982584
2,-0.453497173462763,-0.778777287144353,1.09862636353976,-0.0125211871068177,-0.668646764994632,-1.96780671462939,0.774606656625981,0.305888080893066,-2.33772651217076,1.20547019258547
3,0.605887455840394,-0.38093608425708,1.4073416884128,1.10088103759019,-1.00438650086313,-1.64427171677385,-0.949897924446895,-0.527773556653956,0.631479897743355,2.0029925228575
2,-1.81795596770373,-1.89735833972576,0.0366561519655857,0.95737578909118,0.136780947200864,-0.109784747031928,-1.2430700749045,0.000212466128399189,-1.93433283910982,-0.257825906582215
2,0.630098551068391,-0.0717709116878157,1.9239186287906,-0.550847682392798,0.833604508728087,-0.636719363603684,0.391552444574322,-0.0782511399822608,-0.596012300793732,-0.354186404700987
3,-0.276184105225216,-1.03086459149003,-1.25501875529392,-0.461619377624958,-0.951934167784519,-0.680279809401172,-0.736440028226906,-0.282173606328065,-2.26832733041541,3.3841137352261
1,-0.284159743943371,0.670695476490605,-1.19706410656688,0.451086495900639,1.23037122363484,0.362165675002313,1.0709571715366,0.767119908221421,1.19813262756549,1.53534065325965
1,-0.919322002474128,-0.361287754939292,-1.49464423164416,-1.20021629561451,0.566149744039523,0.954589197472569,0.0734100002710054,0.749399175675714,-0.650624179180171,0.230927215258937
3,-0.116247806352002,-0.27930635616867,0.712897815726032,0.358842455110506,-0.343402111994137,-0.0200405714442099,0.964760568461872,-0.541642330340751,-1.26855961597108,2.34813193300076
3,1.81731204370422,-0.645890406995311,-0.548898564429376,-1.07608406318558,-0.431638339374506,0.357441787137855,0.261434704269643,-1.40333220724263,1.76414372777848,1.78364592117002
2,0.370627864257954,-0.515729092880925,0.0244372531036974,-0.163271206411449,-0.225829324926135,-0.858863753198742,-0.209380897693851,-1.77645471497375,0.45600294995482,-0.0447933834485119
3,0.520216457554957,-1.37455613286123,-0.430050681991786,0.935962687608674,-0.509659291252805,0.131458431283057,1.28761759330963,-1.42886630121275,0.414176923480681,2.0159011628643
1,-0.750531994502331,1.01037782844654,-0.895087588134821,-0.606126764803104,-0.508687912739858,-1.27549405095015,0.814649343097567,-0.80371572666072,-0.35612550344086,1.11552519472965
2,0.816899839520583,0.45370645645891,1.27723799726719,-0.313638984426882,0.770458541567806,-1.2486555056671,0.0915239978730069,-0.888050992316468,-0.42781062379911,1.66308497942681
2,-0.886357521243213,0.274880330444909,-0.0876978322515305,-0.216433883976193,-1.19003481717937,-0.345378775220791,-1.07203394407236,0.571489835450746,-1.10223418942385,0.225483130290667
1,-0.331577589942552,-1.27179122480489,-2.45556219289223,-0.52540006878061,-0.957731560270025,0.135290996408702,-0.51144664752366,1.25066601842155,-0.859768900173739,-0.0434704557657863
2,1.12071265166956,0.973595241918216,0.896467301277569,1.13930393463457,-1.36599990045999,-0.768250869097864,0.256777174427634,2.20542396226719,0.104596466562642,-0.191417224025886
3,0.298723699267293,1.28078712369707,0.755326368705535,-0.661885030888089,-2.77515782589579,0.273046280444806,-0.42694528366212,-0.079550823086507,-0.335593032494699,0.8456961187681
2,0.779621924555324,-0.0258765473419908,0.269681729309377,1.3794303990613,-2.19682636463027,-1.7757444742236,-0.349189988659082,0.369779419853754,0.248759309012873,-1.37999697513604
3,1.45578508247686,-1.7359637799923,1.16017178240129,-0.780738067180268,0.44616024836766,0.0154430318059756,-0.895852319508746,1.05396897645545,-1.40037323906843,0.595449221825394
3,-0.644328429231302,-0.945175883718,0.230170318589479,-0.0123286550918683,-0.94573673614992,0.902370861518264,0.250568255924611,0.643910734537969,0.243070804100404,0.792142230836981
3,-1.55313740522969,-0.461119638727372,2.22542067326755,-1.07846675898945,0.442891098113317,1.03244997653811,-0.286919472739497,-0.586914650240273,2.26010756163414,-0.326809473427752
2,-1.59770951669631,0.559566137270165,-0.866470565869161,1.62099210897969,1.82733220436897,-0.88041085822477,1.26746982221852,0.150071123185922,0.379835429271464,0.724371875938776
2,1.80509751881082,0.207371697786834,0.747952334850916,-0.268205523772239,1.01422541538369,-0.67342716685224,-0.853420752680771,-0.469721962174242,2.99650215877522,-0.104026350883695
3,-0.481647363694637,0.400516269744986,-0.320562030631306,-2.06454848964861,0.0415909460763897,1.00172886034406,-0.615025027094417,-1.02955335814622,1.45815682358895,0.977785769366389
3,0.620379801298422,-0.0514096698764048,-0.830560575606642,1.92431425358019,-1.43626305638799,1.40539440154935,0.895046865888372,-1.46746096231876,0.32649299849876,2.89826402153209
3,0.612123492650849,0.824944695687561,0.244342456597531,1.64547147411687,-2.44915038204242,0.181455741717722,0.725277684949415,-0.122682690084622,-1.2241739043796,2.07550282559938
